state_abbr,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",Population,Aggravated Assault_rate,All Other Offenses (Except Traffic)_rate,Arson_rate,Burglary_rate,Curfew and Loitering Law Violations_rate,Disorderly Conduct_rate,Driving Under the Influence_rate,Drug Abuse Violations - Grand Total_rate,Drunkenness_rate,Embezzlement_rate,Forgery and Counterfeiting_rate,Fraud_rate,Gambling - Total_rate,Human Trafficking - Commercial Sex Acts_rate,Human Trafficking - Involuntary Servitude_rate,Larceny - Theft_rate,Liquor Laws_rate,Manslaughter by Negligence_rate,Motor Vehicle Theft_rate,Murder and Nonnegligent Manslaughter_rate,Offenses Against the Family and Children_rate,Prostitution and Commercialized Vice_rate,Rape_rate,Robbery_rate,Simple Assault_rate,"Stolen Property: Buying, Receiving, Possessing_rate",Suspicion_rate,Vagrancy_rate,Vandalism_rate,"Weapons: Carrying, Possessing, Etc._rate","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)_rate"
CA,2019,87232,279290,1602,34197,713,3520,124532,220270,55648,995,3853,6921,570,0,0,41094,5421,284,15326,1352,299,5862,2238,16113,81234,15433,0,4810,17133,28095,8958,39437610,221.1898743,708.1818599,4.062112283,86.71164404,1.807918888,8.92549016,315.7696422,558.5277607,141.1038854,2.522972361,9.769861815,17.5492379,1.44532085,0,0,104.2000263,13.74576198,0.720124774,38.86138131,3.42819963,0.758159534,14.8639839,5.674786073,40.85693834,205.981042,39.13269592,0,12.19647945,43.44330196,71.23910399,22.7143582
CA,2020,83718,198457,2063,26367,395,2676,96322,187176,36107,684,2767,5075,676,0,0,28462,2765,261,16469,1597,312,4456,2073,13703,69451,14709,0,3315,17648,28520,7322,39503200,211.927135,502.3820855,5.222361733,66.74649142,0.999918994,6.774134754,243.833411,473.8249053,91.4027218,1.731505296,7.004495838,12.84706049,1.711253772,0,0,72.04985925,6.999432957,0.660705968,41.69029344,4.042710464,0.789809433,11.28009883,5.247676138,34.68832905,175.8110735,37.23495818,0,8.391725227,44.67486178,72.1966828,18.53520727
CA,2021,7576,64920,262,2058,53,11321,20849,20704,0,84,473,1649,71,13,1,5099,432,2,1904,167,79,383,255,1680,12945,2604,0,478,2715,5020,277,39145060,19.35365535,165.8446813,0.669305399,5.257368363,0.13539384,28.9206352,53.26087123,52.89045412,0,0.214586464,1.208326159,4.212536652,0.181376654,0.03320981,0.002554601,13.02590927,1.103587528,0.005109202,4.863959846,0.426618327,0.20181346,0.978412091,0.651423194,4.291729276,33.06930683,6.652180377,0,1.221099163,6.935741062,12.82409581,0.70762441
CA,2022,70290,199860,2234,18786,190,25481,98084,119840,14687,738,2293,6161,361,27,8,30420,2360,175,13489,1439,260,4141,1951,12973,74434,16428,0,2454,18291,31558,5316,39040616,180.0432657,511.9283979,5.722245776,48.11911779,0.486672649,65.26792508,251.2357899,306.9623697,37.61979575,1.890339025,5.873370441,15.781001,0.924678033,0.069158745,0.02049148,77.91885251,6.044986585,0.448251124,34.55119663,3.685904956,0.665973098,10.60690231,4.997359673,33.22949617,190.6578523,42.07925408,0,6.285761475,46.85120747,80.83376553,13.61658843
CO,2014,4431,104749,226,2697,1607,9881,28098,13359,272,92,590,1956,13,0,0,27990,12679,8,1576,131,3271,349,466,931,16978,320,0,561,5335,2173,525,5352637,82.78162707,1956.960653,4.222217946,50.38637965,30.02258513,184.6005997,524.9375214,249.5779183,5.081607439,1.718778987,11.02260437,36.54273585,0.242870944,0,0,522.9198244,236.8738997,0.149459042,29.44343134,2.447391818,61.11006594,6.520150722,8.705989216,17.39329605,317.1894526,5.978361693,0,10.48081534,99.67049886,40.59681237,9.808249653
CO,2015,4825,100636,186,2458,1334,9134,26623,14673,649,105,594,2200,1,0,0,27096,11661,3,2176,106,3348,642,479,1007,18042,434,0,325,5464,2270,497,5454328,88.46186001,1845.06689,3.410135951,45.06512993,24.45764171,167.4633429,488.1077926,269.0157248,11.8988077,1.925076746,10.89043417,40.33494135,0.018334064,0,0,496.779805,213.7935232,0.055002193,39.89492381,1.943410811,61.38244711,11.77046925,8.782016776,18.4624027,330.7831872,7.956983885,0,5.958570882,100.1773271,41.61832585,9.112029933
CO,2016,5383,107952,244,2675,1266,8124,24863,15597,812,109,740,2612,4,0,0,25876,9851,5,2705,156,3272,515,456,986,18125,541,1,482,5661,2434,463,5543844,97.09869181,1947.24094,4.401278247,48.25171848,22.83614041,146.54092,448.4794305,281.3390853,14.64687679,1.966144791,13.34813894,47.11532287,0.072152102,0,0,466.7519505,177.6925902,0.090190128,48.79285925,2.813931994,59.02041977,9.289583185,8.225339674,17.78549324,326.939214,9.75857185,0.018038026,8.69432834,102.1132629,43.90455431,8.351605853
CO,2017,6127,114220,287,2431,1141,7919,25030,16860,485,127,757,2608,19,2,2,22459,9118,15,2848,188,3517,528,458,1201,17864,528,7,605,5740,2387,472,5617421,109.0714048,2033.317424,5.109106118,43.27608702,20.31181213,140.972165,445.5781399,300.1377322,8.633855287,2.260823962,13.47593495,46.42699915,0.338233506,0.035603527,0.035603527,399.809806,162.3164794,0.267026452,50.69942239,3.346731534,62.60880215,9.399331117,8.153207673,21.37991794,318.0107028,9.399331117,0.124612344,10.7700669,102.1821224,42.49280942,8.402432362
CO,2018,6651,101588,233,2476,855,7824,22782,18183,370,121,776,2785,7,4,0,22013,7947,8,2746,216,2840,427,594,1259,18272,612,1,545,5507,2501,561,5697155,116.7424794,1783.135618,4.089760591,43.46028851,15.00749058,137.3317033,399.8838017,319.1592997,6.494469608,2.123867088,13.62083356,48.88404827,0.122868344,0.070210482,0,386.3858364,139.4906756,0.140420964,48.19949606,3.791366041,49.8494424,7.49496898,10.42625661,22.09874929,320.7214829,10.74220378,0.017552621,9.566178206,96.66228144,43.89910403,9.847020135
CO,2019,6789,92836,223,2688,538,6620,21262,17189,378,79,813,3036,13,1,0,22105,6485,27,3192,181,2385,372,582,1240,18340,647,0,471,5684,2558,504,5758486,117.8955719,1612.159863,3.872545666,46.6789361,9.342733489,114.9607727,369.2289953,298.4985984,6.564225388,1.371888375,14.11829429,52.72219121,0.225753783,0.017365676,0,383.8682598,112.6164065,0.468873242,55.43123661,3.143187289,41.41713638,6.460031335,10.10682322,21.53343778,318.4864911,11.23559213,0,8.179233222,98.70650028,44.42139826,8.752300518
CO,2020,7294,61262,315,2901,334,4926,16588,10640,203,72,545,2087,0,5,0,16516,4073,26,3631,267,2162,131,489,1260,17033,765,0,397,5817,2488,362,5785219,126.0799289,1058.940033,5.444910556,50.1450334,5.773333732,85.14802983,286.7307184,183.9169788,3.508942358,1.244550984,9.420559533,36.07469311,0,0.086427152,0,285.4861674,70.40355776,0.449421189,62.76339755,4.6152099,37.37110039,2.264391374,8.452575434,21.77964222,294.4227349,13.22335421,0,6.862315843,100.5493483,43.00615067,6.257325781
CO,2021,6697,63023,307,2498,161,4419,17294,10326,0,73,378,1669,2,4,0,12875,3033,24,4102,233,2227,210,459,1186,16306,984,0,89,5627,2550,391,5811596,115.2351265,1084.435326,5.282542007,42.9830291,2.770323333,76.03763235,297.5774641,177.6792468,0,1.256109337,6.50423739,28.71844498,0.034413954,0.068827909,0,221.5398317,52.18876192,0.412967453,70.58302057,4.009225693,38.31993828,3.613465217,7.898002545,20.40747499,280.5769706,16.93166559,0,1.531420973,96.82366083,43.87779192,6.727928094
CO,2022,7125,69339,311,2524,122,4291,16155,10946,0,75,377,1415,0,11,0,12596,2194,32,4006,277,2272,147,415,1062,16681,1122,0,167,5270,2280,403,5841039,121.9817228,1187.100446,5.324395197,43.21149028,2.088669499,73.46295753,276.5775062,187.3981667,0,1.284018134,6.454331156,24.22514214,0,0.18832266,0,215.6465656,37.56181049,0.547847737,68.58368862,4.742306977,38.89718935,2.516675544,7.104900344,18.18169678,285.5827533,19.20891129,0,2.859080379,90.22367425,39.03415129,6.899457442
CT,2014,2575,29729,284,2407,7,12150,8940,9774,2,165,686,977,14,0,0,13910,368,12,581,94,1403,351,243,1169,18729,286,0,26,2049,1136,392,3595697,71.61337565,826.7938038,7.898329587,66.94112435,0.194677138,337.903889,248.6305159,271.8249063,0.055622039,4.588818246,19.07835949,27.17136622,0.389354275,0,0,386.8512836,10.23445524,0.333732236,16.15820243,2.614235849,39.0188606,9.761667905,6.75807778,32.511082,520.8725874,7.953951626,0,0.723086511,56.98477931,31.59331835,10.90191971
CT,2015,2149,27753,78,1953,1,11259,8729,8758,9,163,619,857,12,0,0,12645,238,12,628,93,1385,264,201,1121,17287,238,0,31,1864,1060,419,3588561,59.88472817,773.3740628,2.173573195,54.42292886,0.027866323,313.7469309,243.2451336,244.053257,0.250796907,4.542210652,17.24925395,23.88143883,0.334395876,0,0,352.3696546,6.632184879,0.334395876,17.50005086,2.591568041,38.59485738,7.356709277,5.601130927,31.2381481,481.725126,6.632184879,0,0.863856014,51.94282611,29.5383024,11.67598935
CT,2016,2472,27077,98,1968,4,11701,8688,9276,8,167,565,930,19,0,0,12262,231,14,872,66,1485,215,229,1031,18429,373,0,36,2091,1210,357,3579830,69.05355841,756.3766995,2.737560163,54.97467757,0.11173715,326.8590967,242.6930888,259.1184498,0.223474299,4.665025993,15.78287237,25.97888727,0.53075146,0,0,342.5302319,6.452820385,0.391080023,24.3586986,1.843662967,41.48241676,6.005871787,6.396951811,28.80025029,514.8009822,10.41948919,0,1.005634346,58.41059492,33.80048773,9.972540596
CT,2017,2497,28502,75,1964,3,10715,8350,9065,5,140,622,915,7,5,1,11070,159,14,917,83,1526,182,192,1062,18760,697,0,24,2207,1262,354,3575324,69.83982431,797.1864927,2.097711984,54.93208448,0.083908479,299.6931187,233.5452675,253.5434551,0.139847466,3.915729036,17.39702472,25.5920862,0.195786452,0.139847466,0.027969493,309.6222888,4.447149405,0.391572904,25.64802519,2.321467929,42.68144649,5.090447747,5.370142678,29.70360169,524.7076908,19.4947367,0,0.671267835,61.7286713,35.29750031,9.901200563
CT,2018,2270,30209,76,1620,1,10808,7681,8211,13,140,561,933,10,1,0,9979,98,9,793,72,1474,186,208,896,17932,694,0,41,1693,1128,369,3574561,63.50430165,845.1107702,2.126135209,45.32025051,0.027975463,302.3588071,214.8795335,229.706529,0.363681023,3.916564859,15.6942349,26.10110724,0.279754633,0.027975463,0,279.1671481,2.741595402,0.25177917,22.18454238,2.014233356,41.23583288,5.20343617,5.818896362,25.0660151,501.6560075,19.41497152,0,1.146993995,47.36245933,31.55632258,10.32294595
CT,2019,1970,29644,63,1389,9,10612,7613,7103,11,123,433,831,12,1,0,9666,86,7,615,79,1513,118,202,763,16278,345,0,44,1703,1077,316,3566022,55.24363002,831.2904407,1.766674462,38.95096553,0.252382066,297.5864983,213.4871854,199.185535,0.30846697,3.44922157,12.14238162,23.30327743,0.336509421,0.028042452,0,271.058339,2.411650854,0.196297162,17.24610785,2.215353691,42.42822955,3.309009311,5.664575261,21.39639071,456.4750302,9.674645866,0,1.233867879,47.75629539,30.20172057,8.861414764
CT,2020,1766,17972,68,1152,1,8848,5180,4344,0,77,296,567,7,1,0,6951,60,19,663,105,1714,44,191,605,15063,332,0,43,1543,1039,293,3577586,49.36289442,502.3499086,1.900723001,32.20048379,0.027951809,247.3176047,144.7903698,121.4226576,0,2.152289281,8.273735418,15.84867562,0.195662662,0.027951809,0,194.2930233,1.677108531,0.531084368,18.53204926,2.934939929,47.90940036,1.229879589,5.338795489,16.91084435,421.0380966,9.280000537,0,1.20192778,43.12964105,29.04192939,8.189879992
CT,2021,1636,21379,49,999,1,8682,6205,3495,0,66,214,449,10,3,0,5686,81,14,691,108,2155,32,132,523,15111,245,0,154,1622,1205,271,3603691,45.39789899,593.2528621,1.359717023,27.72157768,0.027749327,240.9196571,172.1845741,96.9838979,0,1.831455583,5.93835598,12.45944783,0.27749327,0.083247981,0,157.7826734,2.247695488,0.388490578,19.17478496,2.996927317,59.79979971,0.887978464,3.662911165,14.51289803,419.3200804,6.798585117,0,4.273396359,45.00940841,33.43793905,7.52006762
CT,2022,1581,24111,71,912,4,8901,6263,3076,0,67,226,438,17,0,0,6380,31,18,701,77,1759,32,171,576,15072,237,0,13,1556,1476,295,3608706,43.81071775,668.1342287,1.967464238,25.27221669,0.110843056,246.6535096,173.5525144,85.2383098,0,1.856621182,6.262632644,12.13731459,0.471082987,0,0,176.7946738,0.859033681,0.49879375,19.4252455,2.133728821,48.74323372,0.886744445,4.738540629,15.96140001,417.6566337,6.567451048,0,0.360239931,43.11794865,40.90108754,8.174675355
DE,2014,1492,5317,32,1046,65,1653,333,6180,480,204,272,1901,6,0,0,6814,1326,0,127,19,195,64,79,544,6856,445,0,491,773,397,138,933131,159.8918051,569.8020964,3.429314855,112.0957293,6.965795799,177.1455455,35.68630771,662.2864314,51.43972283,21.8618822,29.14917627,203.7227356,0.642996535,0,0,730.2297319,142.1022343,0,13.61009333,2.036155695,20.8973874,6.85862971,8.466121048,58.29835254,734.7307077,47.6889097,0,52.61854981,82.83938697,42.54493742,14.78892031
DE,2015,1615,5102,32,1006,64,1237,386,5753,368,216,315,1714,0,0,0,6222,898,0,110,53,198,100,76,505,6779,397,0,422,868,335,120,942065,171.4319076,541.5762182,3.396793215,106.7866867,6.79358643,131.3072877,40.97381815,610.6797302,39.06312197,22.9283542,33.43718321,181.9407366,0,0,0,660.4639807,95.32250959,0,11.67647668,5.625938762,21.01765802,10.6149788,8.067383885,53.60564292,719.5894126,42.14146582,0,44.79521052,92.13801595,35.56017897,12.73797456
DE,2016,1614,5588,26,1063,47,1318,355,4289,348,198,291,1797,1,0,0,5984,890,1,122,33,195,89,58,529,6643,471,0,333,890,390,130,949989,169.8967041,588.2173373,2.736873795,111.8960325,4.947425707,138.7384486,37.36885374,451.4789119,36.63200311,20.8423466,30.63193363,189.160085,0.105264377,0,0,629.9020304,93.6852953,0.105264377,12.84225396,3.473724433,20.52655347,9.36852953,6.105333851,55.6848553,699.2712547,49.57952145,0,35.05303746,93.6852953,41.05310693,13.68436898
DE,2017,1377,5733,32,917,32,1263,339,4015,365,216,266,1791,20,1,0,4957,601,1,131,42,163,81,75,460,6164,399,0,224,749,339,103,957942,143.7456547,598.4704711,3.340494518,95.72604604,3.340494518,131.845143,35.3883638,419.1276716,38.1025156,22.548338,27.76786068,186.9633026,2.087809074,0.104390454,0,517.463479,62.73866267,0.104390454,13.67514943,4.384399055,17.01564395,8.45562675,7.829284028,48.0196087,643.4627566,41.65179103,0,23.38346163,78.18844982,35.3883638,10.75221673
DE,2018,1465,5318,24,681,31,1201,428,3703,345,160,197,1341,9,0,0,4480,703,0,113,29,184,124,73,391,6099,320,0,165,756,321,107,966985,151.501833,549.9568246,2.481941292,70.42508415,3.205840835,124.2004788,44.26128637,382.9428585,35.67790607,16.54627528,20.37260144,138.6784697,0.930727984,0,0,463.2957078,72.700197,0,11.68580692,2.999012394,19.02821657,12.82336334,7.549238096,40.43496021,630.7233308,33.09255056,0,17.06334638,78.18115069,33.19596478,11.06532159
DE,2019,1418,6198,25,777,37,1149,453,3817,359,162,232,1315,20,1,0,4443,540,2,194,11,157,83,72,402,6396,372,0,229,851,324,95,976668,145.1875151,634.6066422,2.559723468,79.55620538,3.788390733,117.6448906,46.38218924,390.8185791,36.757629,16.58700807,23.75423378,134.6414544,2.047778774,0.102388939,0,454.9140547,55.29002691,0.204777877,19.86345411,1.126278326,16.07506338,8.498281914,7.372003588,41.16035336,654.879652,38.0886852,0,23.44706697,87.13298685,33.17401614,9.726949178
DE,2020,1402,5485,20,643,24,785,294,3335,238,103,121,822,9,0,0,3303,198,3,161,16,148,31,73,317,5382,346,0,142,853,340,97,991862,141.3503088,553.0003166,2.016409541,64.82756674,2.419691449,79.14407448,29.64122025,336.2362909,23.99527354,10.38450914,12.19927772,82.87443213,0.907384293,0,0,333.0100357,19.96245445,0.302461431,16.2320968,1.613127633,14.9214306,3.125434788,7.359894824,31.96009122,542.6158074,34.88388506,0,14.31650774,85.99986692,34.27896219,9.779586273
DE,2021,1400,6093,23,474,4,949,324,3565,0,78,105,967,4,0,0,2840,351,7,195,36,165,10,76,280,5504,358,0,105,878,424,105,1004881,139.3199792,606.3404523,2.288828229,47.16976438,0.398057083,94.43904303,32.24262375,354.7683756,0,7.762113126,10.44899844,96.23029991,0.398057083,0,0,282.6205292,34.92950907,0.696599896,19.40528281,3.58251375,16.41985469,0.995142708,7.563084584,27.86399584,547.7265467,35.62610896,0,10.44899844,87.3735298,42.19405084,10.44899844
DE,2022,1399,5890,18,503,13,782,309,3636,0,70,128,1038,17,0,0,2864,420,16,211,36,136,13,72,255,5457,375,0,76,811,451,83,1019459,137.2296483,577.7574184,1.765642365,49.33989498,1.275186153,76.70735164,30.31019394,356.6597578,0,6.866386976,12.55567904,101.8187097,1.667551123,0,0,280.9333186,41.19832186,1.56945988,20.69725217,3.53128473,13.34040898,1.275186153,7.062569461,25.01326684,535.2839104,36.78421594,0,7.454934431,79.55199768,44.23915037,8.141573128
FL,2017,27323,302557,241,16466,5,33,32683,284,37,1054,2026,11593,71,0,0,65921,11739,86,8285,634,4,2468,1871,6387,78747,1829,0,0,6333,6301,2999,20977089,130.2516283,1442.321191,1.148872467,78.49516203,0.023835528,0.157314487,155.8033147,1.353858011,0.17638291,5.024529381,9.658156096,55.26505608,0.338464503,0,0,314.2523731,55.96105351,0.409971088,39.49547051,3.022344997,0.019068423,11.7652168,8.919254716,30.44750394,375.3952705,8.719036278,0,0,30.19008023,30.03753285,14.29654992
FL,2018,611,8231,9,321,1,17,1634,72,15,18,65,491,0,0,0,2193,768,4,211,13,1,43,47,145,3894,90,0,0,214,121,59,21254926,2.874627745,38.7251407,0.042343126,1.510238144,0.004704792,0.079981459,7.687629682,0.338745004,0.070571876,0.084686251,0.305811462,2.310052738,0,0,0,10.31760826,3.613280046,0.018819167,0.992711054,0.061162292,0.004704792,0.202306044,0.221125211,0.6821948,18.32045898,0.423431255,0,0,1.00682543,0.569279799,0.277582712
FL,2019,25302,290411,252,13560,0,43,33872,181,32,1047,1808,11226,107,0,0,64087,10774,121,7776,787,10,2049,1765,6006,80785,1512,0,0,5956,6551,3209,21492056,117.7272198,1351.248108,1.172526258,63.0930796,0,0.200073925,157.6024183,0.842171638,0.148892223,4.871567429,8.412410613,52.23325307,0.497858371,0,0,298.1892472,50.13015041,0.562998719,36.18081025,3.661818115,0.04652882,9.53375517,8.212336688,27.94520915,375.8830705,7.035157548,0,0,27.71256505,30.48102983,14.93109826
FL,2020,26155,199194,258,12585,0,17,29245,62,15,653,1217,8248,109,0,0,46870,5994,142,7197,848,3,940,1822,5488,75745,1320,0,0,5845,7548,2929,21591299,121.1367598,922.5660763,1.194925789,58.28736844,0,0.07873542,135.4480803,0.287152709,0.06947243,3.024366436,5.636529789,38.2005733,0.504832989,0,0,217.0781851,27.76118287,0.657672334,33.33287173,3.927508021,0.013894486,4.353605589,8.43858445,25.41764625,350.8126121,6.113573806,0,0,27.07109007,34.95852658,13.56564976
FL,2021,2538,37982,34,538,32,785,4938,6584,0,152,163,851,9,2,2,4998,385,9,529,64,375,157,124,356,11934,73,0,817,1077,1425,96,21830708,11.62582542,173.9842794,0.155743918,2.46441847,0.146582511,3.595852228,22.61951376,30.15935168,0,0.696266928,0.746654666,3.898178657,0.041226331,0.009161407,0.009161407,22.89435597,1.763570838,0.041226331,2.423192138,0.293165022,1.717763803,0.719170446,0.568007231,1.630730437,54.66611527,0.334391354,0,3.742434739,4.933417643,6.527502452,0.439747534
FL,2022,3312,52666,40,806,54,796,6151,7539,0,235,234,1177,6,4,0,7672,1052,10,558,78,512,265,181,523,15197,182,0,1060,1454,1885,109,22245521,14.88839034,236.7487819,0.179811478,3.623201273,0.242745495,3.578248403,27.65050996,33.88996823,0,1.056392431,1.051897144,5.290952727,0.026971722,0.017981148,0,34.4878414,4.72904186,0.044952869,2.508370112,0.350632381,2.301586913,1.191251039,0.813646936,2.351035069,68.31487561,0.818142223,0,4.765004155,6.536147209,8.47361588,0.489986276
GA,2014,8909,103273,244,7435,647,22489,25925,46705,2337,437,3783,5862,251,0,0,43351,7155,29,1734,457,4197,732,356,2798,32838,3327,252,1394,4260,3893,3473,10071204,88.4601285,1025.428539,2.422749058,73.82434116,6.424256722,223.3000146,257.4170874,463.7479292,23.20477274,4.339103845,37.56253969,58.20555318,2.492254154,0,0,430.445059,71.04413732,0.287949683,17.21740519,4.537689833,41.67326965,7.268247173,3.534830592,27.78217977,326.0583342,33.03477916,2.502183453,13.84144339,42.29881551,38.65476263,34.48445687
GA,2015,9246,95843,177,6145,536,19032,23925,45183,2019,418,3349,5336,217,0,0,38080,5431,20,1617,463,3670,672,319,2537,29841,3207,24,1843,3970,3616,3533,10183353,90.795242,941.1733051,1.738130849,60.34358232,5.26349229,186.8932561,234.9422631,443.6947241,19.82647562,4.10473839,32.88700686,52.39924414,2.130928782,0,0,373.9436313,53.33213923,0.196398966,15.8788564,4.546636064,36.03921027,6.599005259,3.132563508,24.91320884,293.0370773,31.4925742,0.235678759,18.09816472,38.98519476,35.50893306,34.69387735
GA,2016,9897,85549,189,5559,409,17325,22507,46962,1957,284,2923,3973,94,0,0,32770,4606,32,1639,477,3468,619,324,2423,27285,3426,31,1744,4259,3822,3136,10308442,96.0086888,829.8926259,1.83344874,53.92667486,3.967621877,168.0661345,218.3356127,455.5683584,18.98444013,2.755023504,28.35540036,38.5412267,0.911873977,0,0,317.8947895,44.68182486,0.310425184,15.89958987,4.627275392,33.64232927,6.004787144,3.143054983,23.50500687,264.6859729,33.23489621,0.300724397,16.9181725,41.31565177,37.07640786,30.42166799
GA,2017,10082,85808,188,5033,396,16731,20914,48883,1628,338,2793,3710,120,0,0,31165,3894,32,1782,467,3336,497,343,2079,26158,3682,21,1347,4239,4110,2879,10417031,96.78381489,823.7279893,1.804736878,48.31511013,3.80146704,160.6119824,200.767378,469.2603871,15.62825339,3.244686514,26.81186223,35.61475434,1.151959709,0,0,299.1735361,37.38109256,0.307189256,17.10660168,4.483043201,32.02447991,4.771033128,3.292684835,19.95770196,251.1080172,35.34596374,0.201592949,12.93074773,40.69297672,39.45462004,27.63743335
GA,2018,9032,90224,156,3965,238,12652,28446,51956,1607,217,2229,3200,173,0,0,27557,2013,20,1404,399,4244,416,278,1442,23827,3061,24,646,3942,3705,2244,10519389,85.86050007,857.6924002,1.482975865,37.69230323,2.262488819,120.2731451,270.4149452,493.907013,15.27655266,2.062857453,21.18944361,30.42001774,1.644582209,0,0,261.963884,19.13609241,0.190125111,13.34678278,3.792995962,40.34454853,3.954602306,2.642739041,13.70802049,226.5055508,29.09864822,0.228150133,6.141041081,37.47365935,35.22067679,21.33203744
GA,2019,7109,72492,135,2743,297,9651,16706,34710,1525,121,1749,2325,76,7,0,20297,1388,15,1022,277,2942,347,232,1136,18687,2134,12,814,3292,2640,1488,10628020,66.88922302,682.0837748,1.270227192,25.80913472,2.794499822,90.80713059,157.1882627,326.5895247,14.34886272,1.138499928,16.45649895,21.87613497,0.715090864,0.065863632,0,190.976306,13.05981735,0.141136355,9.616090297,2.606318016,27.68154369,3.264954338,2.182908952,10.68872659,175.8276706,20.07899872,0.112909084,7.658999513,30.9747253,24.83999842,14.00072638
GA,2020,5966,40969,120,1689,124,6322,15497,20370,728,27,808,1870,21,37,1,11667,1015,10,923,295,869,158,350,718,14990,1593,0,923,3168,1679,432,10732390,55.58873653,381.7323075,1.118110691,15.73740798,1.155381047,58.90579824,144.3946782,189.7992898,6.783204859,0.251574905,7.528611987,17.4238916,0.195669371,0.344750796,0.009317589,108.7083119,9.457352929,0.093175891,8.600134732,2.748688782,8.096984921,1.472179077,3.261156182,6.690028968,139.6706605,14.84291942,0,8.600134732,29.51812224,15.64423209,4.025198488
GA,2021,7810,51548,138,1923,136,7713,19978,29399,9,63,956,3280,8,20,2,13330,1591,31,1455,459,1187,198,410,900,19783,1881,0,1261,3959,3151,613,10790385,72.37925245,477.7216012,1.278916369,17.82142157,1.260381349,71.48030399,185.1463131,272.4555241,0.083407589,0.583853125,8.859739481,30.39743253,0.074140079,0.185350198,0.01853502,123.5359072,14.74460828,0.287292807,13.48422693,4.253787052,11.00053427,1.834966964,3.799679066,8.340758926,183.3391487,17.43218615,0,11.68633001,36.69007176,29.20192375,5.680983579
GA,2022,8446,60363,179,1885,207,8308,19316,28274,13,56,1117,4437,12,32,8,14604,1649,24,1309,469,1146,216,416,991,21206,2043,0,1224,3664,3074,629,10913150,77.39287007,553.1216926,1.640223034,17.27273977,1.896794234,76.12834058,176.9974755,259.0819333,0.119122343,0.513142402,10.23535826,40.65737207,0.109959086,0.293224229,0.073306057,133.8202077,15.11021108,0.219918172,11.99470364,4.297567613,10.50109272,1.979263549,3.811914983,9.080787857,194.3160316,18.7205344,0,11.21582678,33.57417428,28.16785254,5.763688761
HI,2014,618,14624,9,468,169,593,3599,2146,0,11,65,140,57,0,0,2616,356,8,410,16,14,106,83,188,2452,61,0,1,343,230,123,1415335,43.66457411,1033.253611,0.635891856,33.06637651,11.94063596,41.89820784,254.2860877,151.6248803,0,0.777201157,4.592552293,9.891651093,4.027315088,0,0,184.8325661,25.15305564,0.565237205,28.96840677,1.130474411,0.989165109,7.489392971,5.864336005,13.28307433,173.2452034,4.309933691,0,0.070654651,24.23454518,16.25056965,8.690522032
HI,2015,928,21896,43,676,182,1143,6524,2953,0,49,137,320,43,0,0,4253,721,6,684,36,26,154,157,412,4979,139,0,0,628,273,253,1422999,65.21438174,1538.722093,3.021787085,47.50530394,12.78988952,80.32331716,458.4683475,207.5194712,0,3.443431794,9.627554201,22.48771784,3.021787085,0,0,298.8758249,50.66763926,0.42164471,48.06749689,2.529868257,1.827127075,10.82221421,11.03303657,28.95293672,349.8948348,9.768102437,0,0,44.13214626,19.18483428,17.77935192
HI,2016,858,19671,36,636,172,1074,5929,2574,4,32,140,265,76,0,0,3365,575,6,389,35,17,159,154,294,4621,130,7,3,570,297,218,1428885,60.04681972,1376.667821,2.519446981,44.51023,12.0373578,75.16350161,414.9389209,180.1404592,0.279938553,2.239508428,9.797849372,18.54592917,5.318832516,0,0,235.4983081,40.24116706,0.41990783,27.22402433,2.449462343,1.189738852,11.1275575,10.77763431,20.57548368,323.3990139,9.098002988,0.489892469,0.209953915,39.89124387,20.7854376,15.25665117
