state_abbr,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",Population,Aggravated Assault_rate,All Other Offenses (Except Traffic)_rate,Arson_rate,Burglary_rate,Curfew and Loitering Law Violations_rate,Disorderly Conduct_rate,Driving Under the Influence_rate,Drug Abuse Violations - Grand Total_rate,Drunkenness_rate,Embezzlement_rate,Forgery and Counterfeiting_rate,Fraud_rate,Gambling - Total_rate,Human Trafficking - Commercial Sex Acts_rate,Human Trafficking - Involuntary Servitude_rate,Larceny - Theft_rate,Liquor Laws_rate,Manslaughter by Negligence_rate,Motor Vehicle Theft_rate,Murder and Nonnegligent Manslaughter_rate,Offenses Against the Family and Children_rate,Prostitution and Commercialized Vice_rate,Rape_rate,Robbery_rate,Simple Assault_rate,"Stolen Property: Buying, Receiving, Possessing_rate",Suspicion_rate,Vagrancy_rate,Vandalism_rate,"Weapons: Carrying, Possessing, Etc._rate","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)_rate"
MO,2015,7746,76204,194,4656,929,8466,20752,37733,358,330,1395,2520,76,0,0,30582,6330,52,2084,275,2786,415,597,2010,25005,3044,0,971,4457,3268,1415,6075411,127.4975471,1254.301972,3.193199604,76.6367905,15.29114656,139.3485972,341.5735989,621.077323,5.892605455,5.431731285,22.96140952,41.47867527,1.250944175,0,0,503.373352,104.1904819,0.855909172,34.30220606,4.526442738,45.85697988,6.830813586,9.826495689,33.08418147,411.5770933,50.10360616,0,15.98245781,73.36129194,53.79059952,23.29060536
MO,2016,7645,77221,235,4317,833,8293,20110,42613,354,371,1402,2507,75,0,0,28038,5599,56,2405,342,2726,416,544,1943,24195,3237,0,1227,4154,3768,1360,6091384,125.5051397,1267.708619,3.857908154,70.87059361,13.67505316,136.1431162,330.1384382,699.561873,5.811487176,6.090569893,23.01611588,41.15649251,1.231247283,0,0,460.2894843,91.91671384,0.919331305,39.48199621,5.614487611,44.75173458,6.829318263,8.93064696,31.89751295,397.2003735,53.14063274,0,20.14320555,68.19468285,61.8578635,22.3266174
MO,2017,7282,79647,185,4093,655,7252,19630,43038,323,304,1303,2039,96,15,1,26060,4431,47,2621,355,2667,372,610,1608,22143,2994,1,1097,4032,3702,1330,6111382,119.1547182,1303.256776,3.027138542,66.97339489,10.71770673,118.6638309,321.2039437,704.2269654,5.285220266,4.974324956,21.32087309,33.36397561,1.57083946,0.245443666,0.016362911,426.4174617,72.50405882,0.769056819,42.88718984,5.808833419,43.63988374,6.087002907,9.981375735,26.31156095,362.3239392,48.99055566,0.016362911,17.95011341,65.97525731,60.57549667,21.76267168
MO,2018,7137,75654,226,3645,545,6606,15835,39492,272,251,1497,2293,64,4,4,22695,3511,31,2594,388,2386,274,550,1457,21105,3050,0,774,3712,3893,1220,6125986,116.5036943,1234.968542,3.689202032,59.5006257,8.896527024,107.8357019,258.4890008,644.6635693,4.440101561,4.097299602,24.43688249,37.43070911,1.044729779,0.065295611,0.065295611,370.470974,57.31322272,0.506040987,42.34420386,6.333674285,38.94883207,4.472749366,8.978146538,23.78392638,344.5159685,49.78790353,0,12.63470076,60.59432718,63.54895359,19.91516141
MO,2019,7227,76458,180,3597,474,8126,18710,39541,322,271,1180,2125,36,8,2,20947,3430,39,2674,341,2023,163,540,1326,20705,3711,0,1018,3566,3924,1000,6140475,117.694478,1245.147973,2.931369316,58.57853016,7.719272532,132.3350392,304.699555,643.9404118,5.243893998,4.413339359,19.2167544,34.60644331,0.586273863,0.130283081,0.03257077,341.1299614,55.85887085,0.635130018,43.54711973,5.553316315,32.94533403,2.654517769,8.794107948,21.59442063,337.1888983,60.43506406,0,16.57852202,58.07368322,63.90385109,16.28538509
MO,2020,7360,45326,143,3028,519,5670,16161,29816,146,224,846,1709,14,7,0,15686,2092,45,2213,413,1148,43,456,1158,17532,3283,0,413,3766,3305,490,6154426,119.5887318,736.4781054,2.323531065,49.2003641,8.432955405,92.12881916,262.5915073,484.4643513,2.372276472,3.639657053,13.74620476,27.7686335,0.227478566,0.113739283,0,254.8734845,33.99179712,0.731181104,35.95786187,6.710617692,18.6532424,0.698684166,7.409301859,18.81572709,284.8681583,53.34372369,0,6.710617692,61.19173421,53.70119001,7.961749804
MO,2021,7170,42010,151,2437,312,4783,16217,26516,0,186,793,1339,15,4,0,11714,2241,28,2125,286,869,83,409,904,16085,2205,0,138,3518,2593,245,6170393,116.200054,680.8318368,2.447169897,39.49505323,5.056404025,77.51532196,262.8195643,429.7295164,0,3.014394707,12.85169356,21.70040061,0.243096347,0.064825693,0,189.8420409,36.31859429,0.453779848,34.43864921,4.635037023,14.08338172,1.345133122,6.628427071,14.65060653,260.6803165,35.73516306,0,2.236486396,57.01419666,42.02325524,3.970573673
MO,2022,7082,41955,139,2691,238,4521,17540,23086,0,274,951,1529,19,1,1,12187,2040,42,2010,329,813,66,420,802,15851,2423,0,129,3108,2599,192,6177168,114.648007,679.1947378,2.250222108,43.56365247,3.852898286,73.18887879,283.9488905,373.7311337,0,4.435689623,15.3954045,24.75244319,0.307584317,0.016188648,0.016188648,197.2910564,33.02484245,0.679923227,32.539183,5.326065278,13.16137104,1.068450785,6.79923227,12.98329591,256.6062636,39.22509474,0,2.088335626,50.31431879,42.07429683,3.108220466
MT,2014,843,6150,37,280,413,3143,4496,2190,0,40,62,271,0,0,0,4382,2190,3,227,13,269,8,52,50,3810,36,0,8,859,100,89,1022657,82.43233068,601.3746545,3.618026376,27.37965906,40.38499712,307.336673,439.639097,214.1480477,0,3.911379866,6.062638793,26.49959859,0,0,0,428.4916644,214.1480477,0.29335349,22.19708074,1.271198457,26.3040296,0.782275973,5.084793826,4.889224833,372.5589323,3.52024188,0,0.782275973,83.99688263,9.778449666,8.702820203
MT,2015,956,6122,26,243,369,2837,4221,2400,29,56,96,250,2,0,0,4354,1851,5,275,10,255,6,60,55,3890,46,11,8,909,101,86,1031495,92.68101154,593.5074819,2.520613285,23.55803954,35.77331931,275.037688,409.2118721,232.6719955,2.811453279,5.429013228,9.30687982,24.2366662,0.19389333,0,0,422.1057785,179.4482765,0.484733324,26.66033282,0.969466648,24.72139952,0.581679989,5.816799888,5.332066564,377.122526,4.45954658,1.066413313,0.775573318,88.1245183,9.791613144,8.337413172
MT,2016,1120,7246,43,370,335,3795,5052,2829,927,32,115,260,0,0,0,4301,2231,1,380,19,897,3,54,77,4311,65,1,52,978,126,131,1042137,107.4714745,695.3020572,4.126136967,35.50396925,32.14548567,364.1555765,484.7731152,271.4614297,88.95183647,3.070613557,11.03501747,24.94873515,0,0,0,412.7096533,214.0793389,0.095956674,36.46353598,1.823176799,86.07313626,0.287870021,5.181660377,7.38866387,413.6692201,6.237183787,0.095956674,4.989747029,93.84562682,12.09054088,12.57032425
MT,2017,1266,7299,41,313,320,3573,4991,3415,267,38,112,267,0,0,0,4501,2422,1,320,21,629,9,58,107,4662,207,117,33,1037,112,113,1053862,120.1295805,692.5954252,3.89045245,29.70028334,30.36450693,339.0386977,473.591419,324.0462224,25.33538547,3.605785198,10.62757742,25.33538547,0,0,0,427.0957678,229.8213618,0.094889084,30.36450693,1.992670767,59.68523393,0.854001757,5.503566881,10.153132,442.3729103,19.64204042,11.10202285,3.131339777,98.39998026,10.62757742,10.72246651
MT,2018,1258,7246,30,334,307,2711,4196,3103,308,43,116,208,0,0,0,3870,1659,3,371,14,640,13,81,120,4372,172,46,24,998,88,96,1061818,118.4760477,682.4145004,2.82534295,31.45548484,28.91267618,255.3168245,395.1713005,292.2346391,29.00685428,4.049658228,10.9246594,19.58904445,0,0,0,364.4692405,156.2414651,0.282534295,34.94007448,1.318493376,60.27398292,1.224315278,7.628425964,11.3013718,411.7466458,16.19863291,4.332192523,2.26027436,93.98974212,8.287672652,9.041097439
MT,2019,1681,7072,20,345,285,2431,3861,2839,309,36,179,189,1,0,0,4056,1023,2,292,23,679,5,65,89,4304,247,1,22,907,81,115,1070123,157.0847463,660.8586116,1.868944037,32.23928464,26.63245253,227.1701477,360.7996464,265.2966061,28.87518538,3.364099267,16.72704913,17.66152115,0.093447202,0,0,379.0218508,95.59648751,0.186894404,27.28658294,2.149285643,63.45065007,0.467236009,6.074068121,8.316800966,402.1967568,23.08145886,0.093447202,2.055838441,84.75661209,7.569223351,10.74642821
MT,2020,1995,6662,35,308,185,2349,3943,2398,447,32,120,127,1,0,0,3404,1342,2,321,28,868,4,64,113,4448,191,0,3,1033,72,120,1087211,183.4970397,612.7605405,3.21924631,28.32936753,17.01601621,216.0574166,362.6710914,220.5643615,41.1143743,2.943310912,11.03741592,11.68126518,0.091978466,0,0,313.0946983,123.4351014,0.183956932,29.52508759,2.575397048,79.83730849,0.367913864,5.886621824,10.39356666,409.1202168,17.56788701,0,0.275935398,95.01375538,6.622449552,11.03741592
MT,2021,1643,5703,55,320,197,2229,4212,1759,0,29,92,151,0,0,0,3136,1060,3,329,23,459,3,73,102,5015,237,0,29,882,54,126,1106366,148.504202,515.471372,4.971230135,28.92352079,17.80604249,201.4703995,380.7058424,158.9889783,0,2.621194071,8.315512227,13.64828637,0,0,0,283.4505037,95.80916261,0.271158007,29.73699481,2.078878057,41.48717513,0.271158007,6.59817818,9.219372251,453.2858023,21.42148258,0,2.621194071,79.72045417,4.880844133,11.38863631
MT,2022,1531,5818,50,340,194,2231,3871,1486,0,21,89,140,0,0,0,3647,952,4,300,18,414,2,73,127,4771,245,0,6,823,51,189,1122878,136.3460679,518.1328693,4.452843497,30.27933578,17.27703277,198.6858768,344.7391435,132.3385087,0,1.870194269,7.926061424,12.46796179,0,0,0,324.7904047,84.78214018,0.35622748,26.71706098,1.603023659,36.86954415,0.17811374,6.501151505,11.31022248,424.8903265,21.81893313,0,0.53434122,73.29380396,4.541900367,16.83174842
NE,2014,1729,15556,56,762,161,3208,8621,12149,1,94,335,1440,6,0,0,9761,7201,5,368,45,1253,130,149,295,7189,711,0,62,2401,1030,473,1879955,91.97028652,827.4666149,2.978794705,40.5328851,8.564034777,170.6423824,458.5748063,646.2388727,0.053192763,5.000119684,17.81957547,76.59757813,0.319156576,0,0,519.2145557,383.0410834,0.265963813,19.57493663,2.393674317,66.65053153,6.915059137,7.925721626,15.69186496,382.4027703,37.8200542,0,3.297951281,127.715823,54.78854547,25.16017671
NE,2015,908,10096,51,431,130,1883,5967,9253,28,28,184,868,2,0,0,5352,4502,1,253,10,901,49,114,127,5170,302,2,14,1337,673,278,1892059,47.99004682,533.5985823,2.695476198,22.7794165,6.870821682,99.52120943,315.3707152,489.0439463,1.479869285,1.479869285,9.724855303,45.87594784,0.105704949,0,0,282.8664434,237.9418401,0.052852474,13.37167604,0.528524745,47.6200795,2.589771249,6.02518209,6.712264258,273.247293,15.96144729,0.105704949,0.739934643,70.66375837,35.56971532,14.6929879
NE,2016,1479,14737,58,602,144,2808,7497,12383,31,100,282,1408,2,0,0,9131,5217,0,424,40,1289,131,267,303,8479,663,0,16,2249,1135,464,1906483,77.577403,772.9940419,3.042251098,31.57646829,7.55317514,147.2869152,393.2371807,649.5206094,1.626030759,5.245260514,14.79163465,73.85326803,0.10490521,0,0,478.9447375,273.645241,0,22.23990458,2.098104205,67.61140802,6.871291273,14.00484557,15.89313936,444.745639,34.77607721,0,0.839241682,117.965909,59.53370683,24.33800878
NE,2017,1234,12846,37,553,169,2292,5032,10176,178,51,271,1072,1,0,0,6647,3413,0,357,28,1139,75,205,273,6853,543,0,15,1914,814,326,1916998,64.37148083,670.1102453,1.930101127,28.84718711,8.815867309,119.5619401,262.4937533,530.8299748,9.285351367,2.660409661,14.13668663,55.92076778,0.052164895,0,0,346.7400592,178.0387877,0,18.62286763,1.460617069,59.41581577,3.912367149,10.69380354,14.24101642,357.4860276,28.32553816,0,0.78247343,99.84360964,42.46222479,17.00575587
NE,2018,1599,15930,72,517,131,2608,6779,13716,139,67,316,1382,0,0,0,7722,4123,0,472,42,1427,133,236,332,8941,836,0,25,2254,1108,434,1925512,83.04284782,827.3124239,3.739265193,26.85000145,6.803385281,135.4444948,352.0622048,712.3300192,7.218859192,3.479593999,16.41121946,71.77311801,0,0,0,401.0361919,214.1248665,0,24.51296071,2.181238029,74.11015875,6.907253759,12.25648035,17.24216728,464.344029,43.41702363,0,1.29835597,117.0597742,57.54313658,22.53945963
NE,2019,1705,14457,63,526,106,2545,6418,12294,226,70,289,1252,3,1,0,7478,3241,1,479,34,1401,112,273,367,8914,735,5,12,2264,1143,412,1932571,88.22444298,748.0708341,3.259906104,27.21762874,5.484921382,131.6898577,332.0964663,636.1473912,11.69426634,3.622117894,14.95417245,64.78416576,0.155233624,0.051744541,0,386.9456801,167.7040585,0.051744541,24.7856353,1.759314406,72.49410242,5.79538863,14.12625979,18.99024667,461.2508415,38.03223788,0.258722707,0.620934496,117.1496416,59.14401075,21.31875103
NE,2020,1666,11407,77,462,113,2397,5389,8912,331,37,235,890,2,2,0,5844,2457,3,426,57,1251,36,248,316,7903,610,10,11,2082,1073,325,1963273,84.85829531,581.0195526,3.922022052,23.53213231,5.7556947,122.0920371,274.4906083,453.935851,16.85960129,1.884607999,11.96980756,45.33246268,0.101870703,0.101870703,0,297.6661931,125.1481582,0.152806054,21.69845966,2.903315025,63.72012451,1.833672648,12.63196713,16.09557102,402.5420815,31.07056431,0.509353513,0.560288865,106.0474015,54.65363197,16.55398918
NE,2021,1466,10508,51,257,95,1577,5114,7930,0,22,143,431,2,1,0,2414,2098,7,221,22,655,31,125,91,4515,241,0,620,1393,527,134,1964253,74.63397027,534.9616368,2.596406878,13.08385427,4.836444185,80.28497347,260.353427,403.7158146,0,1.120018653,7.280121247,21.94218362,0.101819878,0.050909939,0,122.8965922,106.8090516,0.356369572,11.25109647,1.120018653,33.34600991,1.578208103,6.363742349,4.63280443,229.8583736,12.26929525,0,31.56416205,70.91754474,26.82953774,6.821931798
NE,2022,1417,10419,63,242,54,1612,4864,7352,0,14,149,478,0,2,0,3031,2135,4,247,30,679,6,124,66,4574,313,0,752,1366,566,107,1968060,71.9998374,529.4045913,3.201121917,12.29637308,2.743818786,81.90807191,247.1469366,373.5658466,0,0.711360426,7.570907391,24.2878774,0,0.101622918,0,154.0095322,108.482465,0.203245836,12.55043037,1.52434377,34.50098066,0.304868754,6.300620916,3.353556294,232.4116135,15.90398667,0,38.21021717,69.40845299,28.75928579,5.436826113
NV,2014,5610,44121,65,2738,733,1595,8095,12548,212,344,626,1514,50,0,0,9990,4929,0,854,124,949,3827,279,1809,14395,1243,2,1795,1502,1493,1002,2818935,199.0113287,1565.165568,2.30583536,97.12888023,26.00272798,56.58165229,287.1651883,445.1326476,7.520570712,12.20319021,22.20696823,53.70822669,1.773719508,0,0,354.3891576,174.8532691,0,30.29512919,4.398824379,33.66519625,135.7604911,9.897354852,64.17317178,510.6538462,44.09466696,0.07094878,63.67653032,53.28253401,52.9632645,35.54533893
NV,2015,5886,42421,60,2688,604,1336,7675,11670,234,338,620,1640,35,0,0,8956,3714,5,810,131,971,3308,341,1996,14005,1525,112,1758,1494,1470,798,2868531,205.1921349,1478.840563,2.091662945,93.70649995,21.05607365,46.57436158,267.5585517,406.8284429,8.157485486,11.78303459,21.61385043,57.1721205,1.220136718,0,0,312.2155556,129.4739363,0.174305245,28.23744976,4.56679743,33.85007866,115.3203504,11.88761774,69.58265398,488.2289925,53.16309986,3.904437498,61.2857243,52.08240734,51.24574216,27.81911717
NV,2016,6029,49925,53,2524,472,1311,10692,13817,242,331,607,1637,33,0,0,6999,3400,6,900,166,988,2892,257,1905,14037,1584,118,1521,1486,1897,716,2919555,206.5040734,1710.020876,1.815345147,86.45153114,16.16684734,44.90410354,366.2201945,473.2570546,8.288934444,11.33734422,20.7908397,56.07018878,1.130309242,0,0,239.7283148,116.4561038,0.205510771,30.8266157,5.685798007,33.84077368,99.05619178,8.802711372,65.2496699,480.7924495,54.25484363,4.041711836,52.09698053,50.8981677,64.97565554,24.52428538
NV,2017,5574,52762,60,3168,445,1564,10543,9245,256,237,539,1632,23,42,0,6606,3507,7,882,159,930,2600,359,1556,16153,1795,187,1712,1601,2024,750,2972097,187.54435,1775.244886,2.018776642,106.5914067,14.97259342,52.62277779,354.7327022,311.0598342,8.613447004,7.974167734,18.1353435,54.91072465,0.773864379,1.413143649,0,222.2673082,117.9974947,0.235523942,29.67601663,5.3497581,31.29103794,87.48032113,12.07901357,52.35360757,543.4883182,60.39506786,6.291853866,57.60242684,53.86769005,68.10006537,25.23470802
NV,2018,6069,60461,79,3157,371,2299,11130,11318,393,289,444,1827,23,25,7,6574,3751,10,760,193,1048,2859,411,1420,17932,1863,35,3194,1645,2256,913,3030725,200.2491153,1994.935205,2.606637026,104.1664948,12.2412954,75.85643699,367.238862,373.4419982,12.96719432,9.535672158,14.64995999,60.28260565,0.758894324,0.824885135,0.230967838,216.911795,123.7657656,0.329954054,25.0765081,6.36811324,34.57918485,94.33386401,13.56111162,46.85347565,591.6736094,61.47044024,1.154839189,105.3873248,54.27744187,74.43763456,30.12480512
NV,2019,6045,65766,85,3294,361,2964,11771,12902,307,370,522,2121,39,23,13,6696,3463,5,705,128,1078,3170,433,1307,19407,1900,90,3402,1887,2439,1196,3090771,195.5822673,2127.818593,2.750122866,106.5753496,11.67993358,95.89840205,380.8434853,417.4362966,9.932796703,11.97112306,16.88898983,68.6236541,1.26182108,0.744150893,0.420607027,216.6449731,112.043241,0.161771933,22.80984259,4.141361492,34.87802882,102.5634057,14.00944942,42.28718336,627.9015818,61.47333465,2.911894799,110.0696234,61.05272762,78.91234905,38.69584644
NV,2020,4199,40888,104,2171,249,2056,10367,10311,237,246,422,1420,26,24,1,5297,1954,6,593,152,743,2103,367,1196,19678,1863,90,577,2046,2702,762,3115840,134.7630174,1312.262504,3.337783712,69.67623498,7.991424463,65.98541645,332.7192667,330.9219986,7.606295574,7.895142241,13.54369929,45.57358529,0.834445928,0.77025778,0.032094074,170.0023108,62.71182089,0.192564445,19.03178597,4.878299271,23.84589709,67.49383794,11.77852521,38.38451268,631.5471911,59.79126014,2.888466674,18.51828078,65.66447571,86.71818835,24.4556845
NV,2021,4180,35351,142,1804,313,2014,11211,8863,0,168,272,993,45,37,0,4803,1295,3,711,163,642,1988,321,1173,20599,1884,0,332,2153,3016,352,3146632,132.8404465,1123.455174,4.512761581,57.33114009,9.947143485,64.00494243,356.2857048,281.6662387,0,5.339041871,8.644163029,31.55755106,1.430100501,1.175860412,0,152.6393935,41.15511442,0.095340033,22.59558792,5.180141815,20.40276715,63.17866214,10.20138357,37.27795306,654.6364494,59.87354098,0,10.5509637,68.42236398,95.84851359,11.18656392
NV,2022,4448,36657,161,2210,256,2058,11373,7884,0,209,212,1008,55,45,0,5149,1380,5,837,161,545,2280,287,1296,19892,2100,0,469,2168,2887,434,3177421,139.9877448,1153.671484,5.067002453,69.55326348,8.05684862,64.76950961,357.9317944,248.1257599,0,6.577661569,6.672077764,31.72384144,1.730963571,1.416242922,0,162.0496623,43.43144959,0.157360325,26.34211834,5.067002453,17.15227538,71.75630802,9.032482633,40.78779614,626.0423155,66.09133634,0,14.76039845,68.23143675,90.85985143,13.65887618
NH,2014,616,13388,35,430,21,1068,4628,6335,3393,109,235,914,23,0,0,4616,3475,0,85,0,164,64,55,216,5391,732,0,58,1179,115,147,1334257,46.16801711,1003.404891,2.62318279,32.22767428,1.573909674,80.04454914,346.8597129,474.796085,254.2988345,8.169340689,17.61279873,68.50254486,1.723805834,0,0,345.960336,260.444577,0,6.370586776,0,12.29148507,4.796677102,4.122144384,16.18878522,404.0450978,54.86199435,0,4.346988624,88.36378599,8.619029168,11.01736772
NH,2015,585,12600,20,411,14,993,4939,7619,3409,137,273,876,6,0,0,4203,3277,3,107,10,135,60,57,189,5193,585,0,56,1034,149,130,1337480,43.7389718,942.0701618,1.495349463,30.72943147,1.046744624,74.24410085,369.2765499,569.653378,254.882316,10.24314382,20.41152017,65.49630649,0.448604839,0,0,314.2476897,245.0130095,0.224302419,8.000119628,0.747674732,10.09360888,4.48604839,4.26174597,14.13105243,388.2674881,43.7389718,0,4.186978497,77.30956725,11.1403535,9.719771511
NH,2016,629,13027,31,347,13,956,4903,8371,3690,129,237,847,7,0,0,3500,2949,2,113,6,164,91,61,180,5153,555,0,65,1182,170,130,1343694,46.81125316,969.4915658,2.30707289,25.82433203,0.96748218,71.14715106,364.8896252,622.984102,274.6160956,9.600400091,17.63794435,63.03518509,0.520951943,0,0,260.4759715,219.4696114,0.148843412,8.409652793,0.446530237,12.20515981,6.772375258,4.539724074,13.3959071,383.4950517,41.3040469,0,4.837410899,87.96645665,12.65169004,9.674821797
NH,2017,699,14640,30,378,11,1007,4888,7966,4246,136,327,875,12,0,0,3310,2526,3,166,10,207,79,70,172,5458,536,0,82,1275,142,105,1350395,51.76263241,1084.127237,2.221572207,27.9918098,0.814576476,74.57077374,361.9681649,589.9014733,314.4265196,10.07112734,24.21513705,64.79585603,0.888628883,0,0,245.1134668,187.0563798,0.222157221,12.29269954,0.740524069,15.32884823,5.850140144,5.183668482,12.73701398,404.1780368,39.69209009,0,6.072297365,94.41681878,10.51544178,7.775502723
NH,2018,660,14730,23,326,30,890,5102,6645,3858,104,247,786,4,0,0,3205,2090,1,166,11,189,25,80,154,5764,568,0,98,1279,146,140,1355064,48.70618657,1087.033528,1.697336805,24.05790428,2.213917571,65.67955462,376.5135816,490.3827421,284.7097997,7.674914248,18.22792134,58.00464037,0.29518901,0,0,236.5201939,154.2362575,0.073797252,12.2503439,0.811769776,13.9476807,1.84493131,5.90378019,11.36477687,425.3673627,41.91683935,0,7.232130733,94.38668579,10.77439885,10.33161533
NH,2019,511,15496,15,249,10,952,5349,5907,4028,83,244,751,2,0,0,3067,1838,1,152,15,150,49,94,139,5584,480,0,97,1188,127,137,1360783,37.55190945,1138.756143,1.10230654,18.29828856,0.734871026,69.95972172,393.0825121,434.0883153,296.0060495,6.09942952,17.93085305,55.18881409,0.146974205,0,0,225.3849438,135.0692947,0.073487103,11.1700396,1.10230654,11.0230654,3.60086803,6.907787649,10.21470727,410.3519812,35.27380927,0,7.128248957,87.30267794,9.332862036,10.06773306
NH,2020,491,13455,22,244,14,820,4089,4596,1770,64,166,465,1,0,0,2347,1440,7,148,3,141,23,73,108,5030,375,0,118,1033,131,103,1378702,35.61320721,975.9179286,1.595703785,17.69780562,1.015447863,59.47623199,296.5833081,333.3570271,128.3816227,4.642047375,12.04031038,33.72737546,0.07253199,0,0,170.2325811,104.4460659,0.507723932,10.73473455,0.217595971,10.22701062,1.668235775,5.294835287,7.833454945,364.8359109,27.19949634,0,8.558774848,74.92554591,9.501690721,7.470794994
NH,2021,398,18152,19,210,3,859,4065,4256,0,48,143,384,1,0,0,2153,1634,12,144,5,211,5,73,87,4527,375,0,103,1084,222,121,1387494,28.68480873,1308.25791,1.369375291,15.13520058,0.216217151,61.91017763,292.9742399,306.7400652,0,3.459474419,10.30635087,27.67579535,0.072072384,0,0,155.1718422,117.766275,0.864868605,10.37842326,0.360361919,15.20727297,0.360361919,5.261284013,6.270297385,326.2716812,27.0271439,0,7.423455525,78.12646397,16.00006919,8.720758432
NH,2022,361,18126,17,153,7,771,3567,3314,0,52,112,306,3,0,0,1862,1046,3,112,10,303,2,71,112,4343,276,0,92,948,234,100,1399003,25.80409048,1295.636964,1.215151075,10.93635968,0.500356325,55.11067525,254.9672874,236.8829802,0,3.716932701,8.005701203,21.87271936,0.214438425,0,0,133.0947825,74.76753088,0.214438425,8.005701203,0.71479475,21.65828093,0.14295895,5.075042727,8.005701203,310.43536,19.72833511,0,6.576111702,67.76254232,16.72619716,7.147947503
NJ,2014,6623,118242,217,5167,1813,15282,23918,54908,0,331,1176,4985,253,0,0,25046,4180,25,553,261,10152,965,326,3346,22158,2801,0,350,3884,3907,1173,8867277,74.69034744,1333.464602,2.447199969,58.27042507,20.44596103,172.3415204,269.7333127,619.2205341,0,3.732825759,13.26224499,56.21793477,2.853187061,0,0,282.4542416,47.13961231,0.28193548,6.236412824,2.943406414,114.4883598,10.88270954,3.676438663,37.73424468,249.8850549,31.58805121,0,3.947096724,43.80149622,44.06087686,13.22841274
NJ,2015,6583,112400,171,4540,1416,12868,23595,52597,0,292,1044,3690,351,0,0,23426,3770,11,662,209,9809,806,399,3131,22306,2438,0,674,4009,3806,1021,8870312,74.21384952,1267.148213,1.927778865,51.18196519,15.96336183,145.068178,265.9996627,592.9554676,0,3.291879699,11.76959728,41.59943867,3.957019776,0,0,264.094431,42.50132352,0.124009167,7.463097127,2.356174168,110.5823561,9.086489855,4.498150685,35.29751828,251.4680431,27.48494078,0,7.598379854,45.1957045,42.9071717,11.51030539
NJ,2016,6515,110807,186,4423,1406,12995,23568,62990,0,323,1053,3945,421,0,0,22112,3294,16,512,201,8902,866,398,3053,22845,2750,0,274,3940,4143,1006,8873584,73.42016484,1248.728811,2.096109081,49.84457238,15.84478154,146.4459006,265.5973054,709.8597365,0,3.640017382,11.86668205,44.45779744,4.744418941,0,0,249.1890537,37.12141565,0.180310459,5.769934674,2.265150136,100.3202314,9.759303569,4.485222656,34.40548937,257.4495266,30.99086006,0,3.087816603,44.40145042,46.68913936,11.33702008
NJ,2017,6001,107648,139,4105,612,12036,22001,64835,0,273,1044,3570,162,0,0,20864,3010,31,509,151,8988,924,348,2680,20866,2645,0,307,3416,4040,1030,8888147,67.51688513,1211.141085,1.563880525,46.18510472,6.885574687,135.4163022,247.5319096,729.4546321,0,3.071506356,11.74598035,40.16585234,1.822652123,0,0,234.739592,33.86532648,0.34877911,5.726727967,1.698891794,101.12344,10.39586767,3.915326783,30.1525166,234.7620938,29.75873374,0,3.454038283,38.43320773,45.45379369,11.5884672
NJ,2018,6321,103335,147,3379,367,10841,20859,57552,24,253,941,3831,161,0,0,18350,1698,21,598,165,8514,798,339,2234,20013,2486,2,204,3021,3546,1079,8891730,71.08852833,1162.147299,1.653221589,38.00160374,4.12743077,121.9222806,234.5887696,647.2531217,0.269913729,2.845340558,10.58286745,43.08497896,1.810671264,0,0,206.3715385,19.09639631,0.236174513,6.72535041,1.855656886,95.7518953,8.974631483,3.81253142,25.12446959,225.0743106,27.95856374,0.022492811,2.294266695,33.97539062,39.87975343,12.13487139
NJ,2019,6709,92054,121,3310,402,11321,21386,55954,66,212,950,3890,169,5,19,18210,1827,21,649,187,7379,770,357,2068,20588,2488,210,169,3073,3800,1029,8891258,75.45613905,1035.331558,1.36088729,37.22757792,4.521294962,127.3273141,240.5283932,629.3147719,0.742302158,2.384364507,10.68465227,43.75083931,1.900743404,0.056235012,0.213693045,204.8079136,20.54827337,0.23618705,7.299304553,2.103189447,82.99163066,8.660191842,4.015179854,23.25880095,231.5532853,27.98254195,2.361870502,1.900743404,34.56203835,42.73860909,11.57316546
